,Education,EducationField,Gender,MaritalStatus,Age,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,Country,Attrition,BusinessTravel,Department,JobLevel,JobRole,MonthlyIncome,OverTime,PercentSalaryHike,TrainingTimesLastYear,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction
1267,College,Life Sciences,Female,Married,40,0,0,7,4.0,Texas,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3377,No,17,5,High,High,Low,
1268,College,Life Sciences,Male,Single,49,0,1,20,3.0,Alemania,Yes,Travel_Frequently,Research & Development,2,Laboratory Technician,4284,No,20,2,Low,Medium,Low,Low
1269,Bachelor,Life Sciences,Female,Divorced,40,5,1,15,2.0,Países Bajos,No,,Research & Development,2,Healthcare Representative,4448,No,12,3,Medium,High,Low,Medium
1270,Bachelor,Medical,Female,Married,22,0,0,2,1.0,Polonia,No,Travel_Rarely,Research & Development,1,Research Scientist,2244,No,13,1,Low,High,Medium,Very High
1271,Below College,Life Sciences,Female,Divorced,37,3,1,6,0.0,Países Bajos,No,Travel_Rarely,Research & Development,1,Research Scientist,2782,Yes,13,3,Very High,High,Low,Medium
1272,College,Marketing,Male,Married,40,0,0,8,2.0,California,Yes,Travel_Rarely,Sales,2,Sales Executive,6380,Yes,12,6,High,Medium,High,Low
1273,College,Life Sciences,Male,Married,28,0,6,7,1.0,Rumania,No,Travel_Frequently,Sales,2,Sales Executive,6834,Yes,12,2,High,Medium,Very High,High
1274,Below College,Medical,Female,Single,53,5,2,18,7.0,Illinois,No,Travel_Rarely,Sales,2,Sales Executive,8381,No,20,2,Very High,High,Low,Very High
1275,,Medical,Female,Divorced,30,2,1,11,1.0,Minnesota,No,Travel_Rarely,Sales,2,Sales Executive,5209,Yes,12,4,High,Medium,Medium,Medium
1276,Master,Life Sciences,Female,Married,32,0,4,6,1.0,Polonia,No,Travel_Rarely,Research & Development,2,Research Scientist,6322,Yes,12,2,Low,High,Very High,Very High
1277,Master,Life Sciences,Male,Divorced,58,1,0,12,2.0,Austria,No,Non-Travel,Research & Development,2,Healthcare Representative,5660,Yes,13,2,Very High,Low,High,Very High
1278,Master,Life Sciences,Female,Single,31,0,0,1,1.0,Delaware,Yes,Travel_Frequently,Sales,1,Sales Representative,1359,No,12,3,Medium,Low,High,Medium
1279,,Life Sciences,Male,Married,33,2,6,15,1.0,Italia,No,Travel_Rarely,Research & Development,2,Laboratory Technician,5207,Yes,12,3,Medium,High,High,Medium
1280,,Life Sciences,Male,Single,26,2,1,8,1.0,Carolina del Sur,No,Travel_Rarely,Research & Development,1,Research Scientist,2875,Yes,20,2,High,High,Very High,Medium
1281,Bachelor,Life Sciences,Female,Single,40,1,3,18,6.0,Carolina del Sur,No,Travel_Rarely,Research & Development,3,Manufacturing Director,7945,Yes,15,2,High,High,Very High,Very High
1282,Bachelor,Life Sciences,Female,Single,27,0,0,1,1.0,Francia,No,Travel_Rarely,Research & Development,1,Research Scientist,2318,No,19,2,Medium,High,High,High
1283,College,Life Sciences,Male,Single,39,1,2,9,0.0,Utah,No,Travel_Rarely,Research & Development,2,Manufacturing Director,4534,No,11,6,Low,High,High,Low
1284,Master,Medical,Male,Single,40,3,8,21,1.0,Hawaii,No,Travel_Rarely,Sales,5,Manager,19833,No,14,3,Medium,High,Medium,Medium
1285,,Life Sciences,Male,Married,51,2,6,18,9.0,Suecia,Yes,,Research & Development,1,Research Scientist,2461,Yes,12,2,Low,High,High,High
1286,Below College,Medical,Male,Single,29,0,1,4,1.0,Florida,Yes,Travel_Rarely,Research & Development,1,Research Scientist,2389,Yes,13,3,High,Medium,Very High,High
1287,Master,Marketing,Male,Divorced,38,2,2,9,0.0,Maine,No,Travel_Rarely,Sales,3,Sales Executive,8740,Yes,14,2,High,Medium,High,Medium
1288,College,Life Sciences,Male,Single,24,0,1,4,1.0,Connecticut,No,Travel_Rarely,Research & Development,2,Healthcare Representative,4617,No,12,2,Medium,Medium,High,Medium
1289,Below College,Medical,Male,Married,29,2,7,11,1.0,Italia,No,Travel_Frequently,Research & Development,1,Laboratory Technician,3812,No,13,3,Very High,High,Very High,Medium
1290,,Human Resources,Female,Divorced,30,1,1,6,6.0,Alabama,Yes,Travel_Frequently,Human Resources,1,Human Resources,2180,No,11,0,High,Medium,Very High,High
1291,Master,Life Sciences,Female,Married,35,1,9,15,1.0,Indiana,No,Non-Travel,Research & Development,2,Healthcare Representative,4148,No,12,5,High,High,High,Very High
1292,,Medical,Male,Divorced,28,0,3,6,1.0,Francia,No,Travel_Rarely,Human Resources,1,Human Resources,4936,No,13,6,Medium,Medium,Very High,Very High
1293,Bachelor,Life Sciences,Male,Single,26,0,1,1,1.0,Suiza,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,2293,No,12,2,Low,Low,High,High
1294,Bachelor,Marketing,Female,Single,33,0,0,6,5.0,Vermont,Yes,,Sales,2,Sales Executive,5324,No,15,3,Low,High,Low,High
1295,College,Medical,Male,Divorced,35,1,2,7,6.0,Texas,Yes,Travel_Rarely,Sales,2,Sales Executive,5440,Yes,14,2,Low,Low,Very High,Very High
1296,Bachelor,Life Sciences,Male,Single,29,0,2,10,8.0,Nuevo México,No,,Research & Development,2,Healthcare Representative,6294,Yes,12,5,Very High,Very High,High,Very High
1297,Below College,Medical,Male,Divorced,40,2,2,16,2.0,Maine,No,Non-Travel,Research & Development,3,Research Director,13757,No,11,5,Very High,Medium,Medium,High
1298,,Marketing,Female,Single,33,0,0,13,8.0,Minnesota,No,Non-Travel,Sales,2,Sales Executive,5147,No,15,2,Very High,High,Medium,Very High
1299,Bachelor,Other,Female,Single,26,0,0,5,0.0,Finlandia,No,Travel_Rarely,Sales,1,Sales Representative,2966,No,18,2,Very High,Medium,High,Very High
1300,College,Other,Male,Single,37,0,0,7,6.0,Finlandia,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,2090,Yes,15,3,Very High,Medium,High,Medium
1301,Bachelor,Life Sciences,Female,Married,34,0,1,7,5.0,Croacia,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3294,No,17,2,Very High,Medium,Medium,Low
1302,,Technical Degree,Male,Divorced,29,0,0,8,4.0,Hungría,No,Travel_Rarely,Research & Development,2,Manufacturing Director,4262,No,12,2,Very High,High,,Medium
1303,,Medical,Female,Married,40,2,4,8,1.0,Noruega,No,Travel_Frequently,Research & Development,2,Healthcare Representative,4244,No,24,2,High,Very High,Medium,Very High
1304,Bachelor,Life Sciences,Male,Single,33,6,0,10,1.0,Carolina del Sur,No,Non-Travel,Sales,4,Manager,17444,No,11,2,Very High,High,High,Very High
1305,College,Medical,Male,Divorced,46,0,7,13,6.0,Países Bajos,No,Travel_Rarely,Research & Development,3,Manufacturing Director,10845,No,13,3,Very High,High,High,Medium
1306,College,Medical,Female,Single,30,0,2,10,7.0,Wisconsin,No,Non-Travel,Research & Development,2,Manufacturing Director,4695,Yes,18,3,High,High,High,High
1307,College,Medical,Male,Divorced,31,2,1,4,1.0,Oregón,No,Non-Travel,Research & Development,1,Research Scientist,3065,Yes,13,3,High,High,,Very High
1308,Below College,Medical,Male,Married,22,1,0,3,0.0,Portugal,No,Travel_Rarely,Research & Development,1,Research Scientist,2773,No,20,3,Low,High,High,Very High
1309,Bachelor,Medical,Male,Married,49,0,7,17,2.0,Polonia,No,Travel_Frequently,Sales,2,Sales Executive,5390,No,14,3,Very High,Medium,,Very High
1310,Bachelor,Technical Degree,Male,Married,35,0,6,16,3.0,Luisiana,No,Travel_Rarely,Research & Development,3,Manufacturing Director,10903,No,16,2,Very High,Medium,,Low
1311,Master,Life Sciences,Female,Single,36,0,0,15,,Dakota del Sur,No,Travel_Rarely,Sales,2,Sales Executive,6815,No,13,5,Medium,High,High,Low
1312,Bachelor,Marketing,Male,Married,38,0,2,3,0.0,Alabama,No,Travel_Rarely,Sales,1,Sales Representative,2899,No,19,3,Medium,Medium,Medium,Very High
1313,College,Medical,Female,Married,26,0,1,6,0.0,Países Bajos,Yes,Travel_Rarely,Human Resources,1,Human Resources,2148,Yes,11,3,Very High,High,Medium,High
1314,Doctor,Medical,Female,Married,54,2,3,36,3.0,República Checa,No,Travel_Rarely,Research & Development,4,Manager,17426,No,25,6,Medium,High,High,High
1315,Bachelor,Life Sciences,Male,Divorced,39,2,0,21,7.0,Rhode Island,Yes,,Research & Development,4,Healthcare Representative,12169,No,11,4,Low,High,Very High,Very High
1316,College,Medical,Female,Single,51,6,2,8,0.0,Misisipi,No,Travel_Frequently,Research & Development,1,Laboratory Technician,2838,No,14,6,Medium,Medium,High,Medium
1317,Bachelor,Life Sciences,Female,Divorced,34,3,0,11,1.0,Tennessee,No,Travel_Rarely,Research & Development,2,Research Scientist,5433,No,12,2,Very High,High,,High
1318,Master,Life Sciences,Female,Single,43,1,0,9,0.0,Italia,No,Travel_Frequently,Research & Development,1,Laboratory Technician,2455,No,19,5,High,High,Very High,Low
1319,Doctor,Life Sciences,Female,Single,55,0,6,37,3.0,Alemania,No,Travel_Rarely,Sales,4,Manager,16835,No,23,2,Low,High,Medium,Very High
1320,Bachelor,Life Sciences,Male,Single,33,0,0,4,0.0,Suecia,No,Travel_Rarely,Research & Development,1,Research Scientist,2500,No,14,2,High,High,Very High,Low
1321,Master,Life Sciences,Male,Married,34,0,1,11,4.0,Arkansas,Yes,Travel_Frequently,Research & Development,2,Laboratory Technician,5346,No,17,3,Very High,High,Low,High
1322,Below College,Life Sciences,Female,Married,49,0,2,30,2.0,Montana,No,Travel_Rarely,Research & Development,4,Healthcare Representative,13966,Yes,19,3,High,Medium,High,Medium
1323,Below College,Life Sciences,Male,Married,35,0,0,1,1.0,Idaho,No,Travel_Rarely,Sales,1,Sales Representative,2404,No,13,3,Very High,High,High,Low
1324,College,Medical,Female,Single,34,0,0,9,2.0,Países Bajos,No,Travel_Rarely,Research & Development,1,Research Scientist,2311,No,15,3,Very High,High,Medium,Very High
1325,Bachelor,Marketing,Male,Married,35,1,1,15,9.0,Suiza,No,Travel_Rarely,Sales,2,Sales Executive,4717,No,11,2,Medium,High,High,High
1326,,Medical,Female,Married,28,0,0,1,1.0,Suecia,No,Travel_Rarely,Sales,1,Sales Representative,2856,No,19,3,Medium,High,Medium,Very High
1327,College,Technical Degree,Male,Married,55,0,0,12,3.0,Delaware,No,Travel_Rarely,Research & Development,2,Laboratory Technician,5415,Yes,19,4,Medium,High,Very High,Very High
1328,Master,Marketing,Female,Married,36,0,1,11,4.0,Nueva Jersey,No,Travel_Rarely,Sales,2,Sales Executive,5647,No,13,3,High,Medium,Low,Low
1329,Below College,Life Sciences,Male,Married,22,1,1,4,1.0,Minnesota,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2451,No,15,3,Medium,Low,Low,Low
1330,Bachelor,Technical Degree,Male,Married,27,1,0,6,0.0,Maine,No,Travel_Rarely,Research & Development,1,Research Scientist,3058,Yes,16,3,High,High,Medium,Very High
1331,College,Medical,Male,Single,28,0,0,8,7.0,Wyoming,Yes,Travel_Frequently,Research & Development,1,Laboratory Technician,2561,No,11,2,High,Medium,Low,High
1332,,Marketing,Female,Divorced,29,1,1,7,1.0,Noruega,No,Travel_Rarely,Sales,2,Sales Executive,8268,Yes,14,2,Very High,Medium,,Low
1333,College,Medical,Female,Divorced,31,1,1,8,2.0,Massachusetts,No,Travel_Rarely,Sales,2,Sales Executive,6583,Yes,11,2,High,High,Very High,Very High
1334,Master,Medical,Male,Married,37,0,4,16,5.0,Rhode Island,No,Travel_Rarely,Research & Development,2,Research Scientist,4284,Yes,22,2,Very High,High,Low,High
1335,Master,Other,Female,Married,32,0,0,6,3.0,Suecia,No,Travel_Rarely,Research & Development,1,Research Scientist,3312,No,17,3,Medium,Very High,Very High,Very High
1336,Bachelor,Technical Degree,Male,Single,29,0,0,1,1.0,Países Bajos,Yes,Travel_Frequently,Sales,1,Sales Representative,1091,No,17,3,High,Very High,Low,Very High
1337,Bachelor,Medical,Male,Single,35,1,0,3,1.0,Kentucky,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2450,No,19,3,Very High,Medium,Low,Medium
1338,Below College,Life Sciences,Male,Married,45,4,3,25,3.0,Misuri,No,Non-Travel,Research & Development,3,Healthcare Representative,10748,No,23,3,High,Medium,High,Very High
1339,Master,Life Sciences,Male,Married,31,2,0,13,3.0,Países Bajos,No,Travel_Rarely,Sales,1,Sales Representative,2329,No,15,2,Medium,Medium,High,Medium
1340,,Life Sciences,Male,Married,59,0,0,7,3.0,Ohio,No,Travel_Rarely,Research & Development,1,Research Scientist,2177,No,17,6,High,Medium,Very High,Low
1341,Below College,Marketing,Male,Married,27,1,1,6,0.0,Suiza,No,,Sales,2,Sales Executive,6349,Yes,13,0,High,High,Medium,Very High
1342,College,Life Sciences,Male,Married,44,5,0,8,1.0,Misuri,No,Travel_Rarely,Research & Development,1,Research Scientist,2559,Yes,13,0,Medium,High,Low,Very High
1343,Bachelor,Medical,Male,Married,33,0,12,14,1.0,Noruega,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2028,No,18,6,Medium,Very High,Medium,Very High
1344,,Technical Degree,Male,Single,35,0,2,6,1.0,Minnesota,No,Travel_Rarely,Human Resources,1,Human Resources,4323,No,17,2,High,High,High,Medium
1345,Bachelor,Marketing,Male,Married,53,1,1,28,5.0,Wisconsin,No,Travel_Rarely,Sales,4,Sales Executive,11836,No,14,3,Low,High,,High
1346,Bachelor,Life Sciences,Female,Single,31,2,2,7,1.0,Utah,Yes,Travel_Frequently,Research & Development,1,Research Scientist,4084,No,12,2,Very High,High,High,Low
1347,Bachelor,Medical,Male,Married,28,0,2,5,1.0,Nuevo México,No,Non-Travel,Sales,2,Sales Executive,4221,No,15,3,Medium,High,High,Medium
1348,Bachelor,Marketing,Male,Married,30,0,0,10,1.0,Dinamarca,No,Travel_Rarely,Sales,2,Sales Executive,6578,No,18,3,High,Medium,High,Low
1349,Bachelor,Medical,Male,Married,42,5,2,10,1.0,Grecia,No,Travel_Rarely,Research & Development,3,Manufacturing Director,7406,Yes,21,5,Very High,High,Low,Very High
1350,,Medical,Female,Married,37,0,0,10,5.0,Hungría,No,Travel_Frequently,Sales,1,Sales Representative,2973,No,15,3,High,High,Very High,Medium
1351,Below College,Medical,Male,Single,39,2,0,9,7.0,Polonia,No,Travel_Rarely,Research & Development,3,Research Director,13464,No,21,3,High,High,High,High
1352,Master,Other,Male,Married,45,3,1,12,9.0,Grecia,No,Travel_Rarely,Research & Development,2,Research Scientist,3697,No,14,3,Very High,High,Very High,Low
1353,Bachelor,Life Sciences,Male,Divorced,35,2,4,15,2.0,Vermont,No,Travel_Rarely,Research & Development,3,Manufacturing Director,10274,No,18,2,High,Medium,Medium,Medium
1354,College,Technical Degree,Male,Divorced,52,3,0,18,3.0,Ohio,No,Travel_Rarely,Research & Development,2,Research Scientist,5577,Yes,12,3,Very High,High,Low,Medium
1355,Bachelor,Medical,Female,Single,39,0,5,10,0.0,Idaho,No,Travel_Frequently,Research & Development,2,Manufacturing Director,5042,No,13,2,Low,High,High,Very High
1356,College,Medical,Male,Divorced,39,0,4,11,0.0,Vermont,No,Travel_Rarely,Research & Development,2,Laboratory Technician,3069,No,15,3,High,Medium,High,Very High
1357,College,Technical Degree,Male,Single,45,0,0,9,0.0,Austria,No,Travel_Rarely,Sales,2,Sales Representative,6632,No,13,3,Medium,Low,High,Low
1358,Master,Life Sciences,Male,Married,40,0,0,7,3.0,Suiza,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2387,No,22,3,Medium,High,,High
1359,Doctor,Technical Degree,Female,Single,38,1,1,19,3.0,Indiana,No,Travel_Rarely,Research & Development,2,Research Scientist,4317,Yes,20,2,Very High,High,High,Medium
1360,Bachelor,Medical,Male,Married,36,0,0,2,0.0,Dakota del Sur,Yes,Travel_Rarely,Research & Development,1,Research Scientist,3388,Yes,17,0,Very High,Medium,High,Low
1361,College,Medical,Female,Married,26,0,7,8,1.0,Suecia,Yes,Travel_Frequently,Research & Development,1,Research Scientist,2366,Yes,14,2,High,Medium,High,Low
1362,Below College,Medical,Female,Married,29,0,1,10,1.0,España,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3131,No,13,5,Medium,High,Very High,Low
1363,College,Life Sciences,Male,Single,18,0,0,0,1.0,Portugal,No,Non-Travel,Research & Development,1,Research Scientist,1051,No,15,2,Medium,High,Very High,Very High
1364,,Technical Degree,Female,Single,30,0,4,10,0.0,Florida,No,Travel_Frequently,Research & Development,1,Research Scientist,4968,No,16,2,Very High,Medium,Low,Very High
1365,Master,Life Sciences,Male,Single,36,0,0,7,3.0,Michigan,No,Travel_Rarely,Sales,1,Sales Representative,2644,Yes,21,3,High,High,Very High,Very High
1366,Bachelor,Life Sciences,Male,Married,35,5,5,10,1.0,Finlandia,No,Travel_Rarely,Research & Development,2,Laboratory Technician,3407,No,17,3,Medium,Very High,High,Very High
1367,College,Other,Female,Married,24,0,2,4,0.0,Dinamarca,No,Travel_Rarely,Sales,2,Sales Executive,4999,No,21,2,Low,High,High,Low
1368,Master,Medical,Female,Married,33,0,0,7,6.0,Francia,No,Travel_Rarely,Research & Development,1,Research Scientist,2622,No,21,3,High,Medium,Medium,Very High
1369,,Medical,Male,Married,50,0,2,5,2.0,Francia,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3690,No,15,2,High,Medium,High,Very High
1370,College,Medical,Male,Married,42,10,7,23,0.0,Georgia,No,Travel_Rarely,Research & Development,4,Manager,17665,No,17,3,Very High,High,Low,Very High
1371,College,Medical,Male,Married,31,0,0,6,1.0,Carolina del Sur,No,Travel_Rarely,Research & Development,2,Healthcare Representative,6833,Yes,12,2,High,High,Low,Very High
1372,College,Medical,Female,Divorced,37,1,0,9,7.0,Bélgica,No,Travel_Rarely,Research & Development,2,Healthcare Representative,5731,No,13,2,High,Medium,Very High,High
1373,Bachelor,Medical,Female,Single,25,1,1,2,1.0,Nueva Jersey,No,Travel_Rarely,Research & Development,1,Research Scientist,2096,No,18,3,Very High,High,Medium,Very High
1374,Below College,Life Sciences,Female,Married,44,2,3,10,1.0,Suecia,No,Travel_Rarely,Research & Development,1,Research Scientist,2011,No,13,5,Low,Very High,Very High,Very High
1375,Bachelor,Marketing,Male,Married,41,0,4,10,1.0,Suecia,No,Travel_Rarely,Sales,3,Sales Executive,8392,No,16,2,Medium,Very High,,High
1376,Bachelor,Medical,Male,Married,23,0,1,5,2.0,Carolina del Norte,No,Travel_Rarely,Research & Development,1,Research Scientist,2819,No,16,3,Low,Very High,Low,Low
1377,Bachelor,Life Sciences,Female,Divorced,35,0,0,1,1.0,Dinamarca,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,2074,Yes,12,2,Low,High,Low,Very High
1378,,Life Sciences,Male,Divorced,38,1,0,10,9.0,Países Bajos,No,Travel_Rarely,Research & Development,2,Healthcare Representative,5745,No,14,2,Very High,High,Very High,Medium
1379,Bachelor,Medical,Female,Married,37,0,1,17,6.0,Luisiana,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3452,No,20,3,High,High,Low,Medium
1380,College,Life Sciences,Male,Single,56,0,0,5,1.0,Alemania,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,2587,No,16,3,Low,High,Very High,Very High
1381,,Medical,Female,Married,28,1,2,3,1.0,Texas,No,,Research & Development,1,Research Scientist,3591,No,25,3,High,High,Low,High
1382,Bachelor,Medical,Male,Single,26,1,2,5,1.0,Bélgica,No,Travel_Rarely,Sales,2,Sales Executive,4684,No,13,4,High,High,Very High,Low
1383,Doctor,Marketing,Female,Married,56,0,0,6,4.0,Idaho,No,,Sales,2,Sales Executive,5380,No,16,3,Very High,Medium,Low,High
1384,College,Medical,Male,Married,26,1,2,5,1.0,Portugal,No,Travel_Frequently,Research & Development,2,Healthcare Representative,4741,Yes,13,3,Low,High,Low,High
1385,Bachelor,Marketing,Female,Single,35,0,3,10,1.0,Francia,No,Travel_Frequently,Sales,3,Sales Executive,8789,No,14,3,High,High,,Low
1386,Bachelor,Life Sciences,Female,Married,45,0,3,9,4.0,Países Bajos,No,Travel_Rarely,Human Resources,3,Human Resources,9756,No,21,2,High,Low,High,High
1387,College,Medical,Female,Divorced,38,5,0,8,1.0,Portugal,No,Travel_Rarely,Sales,2,Sales Executive,5605,Yes,24,3,Low,Very High,Low,High
1388,Bachelor,Life Sciences,Female,Married,43,0,0,18,8.0,Massachusetts,No,Travel_Frequently,Research & Development,3,Manufacturing Director,10820,No,11,1,High,High,Low,High
1389,Master,Technical Degree,Male,Single,32,0,2,12,2.0,Bélgica,No,Non-Travel,Research & Development,1,Research Scientist,2718,No,14,3,Medium,High,,Medium
1390,Bachelor,Medical,Female,Married,56,0,0,18,2.0,Arizona,No,Travel_Frequently,Research & Development,1,Research Scientist,2942,No,19,4,Low,High,High,Medium
1391,Bachelor,Human Resources,Male,Married,33,1,1,5,1.0,Indiana,No,Travel_Rarely,Human Resources,1,Human Resources,3600,No,13,2,Medium,High,High,Very High
