,Education,EducationField,Gender,MaritalStatus,Age,EmployeeId,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,Country,Attrition,BusinessTravel,Department,JobLevel,JobRole,MonthlyIncome,OverTime,PercentSalaryHike,TrainingTimesLastYear,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction
1221,Doctor,Marketing,Female,Divorced,44,f588f1cc-04b9-4845-9798-c86e1177a8d9,2,1,0,9,5.0,California,No,Travel_Rarely,Sales,2,Sales Executive,5454,Yes,21,2,Medium,High,Low,High
1222,Bachelor,Life Sciences,Male,Divorced,45,040180f1-8967-4d1f-ad38-20d85eaca6e0,3,7,11,24,1.0,Suiza,No,Travel_Frequently,Research & Development,3,Laboratory Technician,5210,No,18,2,Low,High,Low,Low
1223,Below College,Life Sciences,Male,Single,32,374148be-0fe1-4560-bfd2-3652838bce10,5,0,0,1,1.0,Nevada,No,Travel_Rarely,Research & Development,1,Research Scientist,2956,No,13,2,Very High,High,Low,Very High
1224,Bachelor,Life Sciences,Male,Single,32,504113ed-b900-498e-8c23-68284696edeb,2,1,2,4,0.0,Grecia,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,3730,Yes,14,2,Very High,Medium,High,Very High
1225,Below College,Technical Degree,Female,Single,24,7ff2e23e-e29d-4175-bf99-f0fe92ba70c0,5,0,3,6,1.0,Iowa,No,Travel_Frequently,Research & Development,1,Research Scientist,3760,Yes,13,2,Low,High,,High
1226,Bachelor,Technical Degree,Female,Divorced,58,13176b75-8218-46fb-897c-804811d4a307,5,0,0,24,2.0,Bélgica,No,Travel_Rarely,Research & Development,3,Healthcare Representative,10552,Yes,13,3,High,Medium,Medium,Very High
1227,Bachelor,Life Sciences,Male,Married,54,abc4e9e1-7848-41f6-ae55-9f974e85bb25,5,0,0,36,3.0,España,No,Travel_Rarely,Research & Development,4,Research Director,17779,No,14,2,Very High,High,Very High,Low
1228,Bachelor,Marketing,Male,Single,25,cc3235a7-8985-4706-8cbb-faa85c45ec80,1,0,2,6,1.0,Ohio,Yes,Travel_Rarely,Sales,2,Sales Executive,5744,Yes,11,1,High,Medium,High,Very High
1229,Master,Life Sciences,Male,Married,33,6b4c04ea-2a56-490c-87b0-473dfec96cff,5,1,1,8,2.0,Oregón,No,Travel_Rarely,Sales,2,Sales Executive,6392,No,13,6,Low,High,Low,Very High
1230,Bachelor,Life Sciences,Male,Married,41,89a15ee2-5ded-46ed-a428-564cd588f35b,4,1,0,12,3.0,Kansas,No,Travel_Rarely,Research & Development,1,Research Scientist,2782,No,22,3,Very High,High,Very High,Low
1231,College,Life Sciences,Male,Single,34,bc0126d5-18a8-417a-90b9-1383e191c96d,5,0,2,5,2.0,Polonia,No,Travel_Frequently,Research & Development,2,Manufacturing Director,4033,No,11,3,Very High,High,High,Very High
1232,Bachelor,Marketing,Male,Married,50,0dba8cf1-f4dd-478c-a3bf-0b18b8081c73,1,0,0,27,4.0,Nueva Jersey,No,Travel_Rarely,Sales,5,Manager,19331,Yes,16,2,High,High,,High
1233,,Other,Male,Married,24,3e7563de-9e83-47e9-8af0-df0628bb20e4,3,0,0,1,1.0,Dinamarca,No,,Research & Development,1,Laboratory Technician,2127,No,21,2,Very High,Medium,Medium,Very High
1234,,Life Sciences,Male,Married,32,3a10f3f5-e3e3-4275-bb3f-0e66b103bd2a,0,1,0,10,1.0,Bélgica,Yes,Travel_Rarely,Research & Development,2,Laboratory Technician,4883,No,18,3,Very High,High,High,Low
1235,Bachelor,Medical,Female,Divorced,34,0c11e3f9-eedf-410d-b868-21bac7b73597,5,5,1,15,4.0,Rumania,No,Travel_Frequently,Research & Development,2,Laboratory Technician,4444,No,13,2,High,High,Medium,High
1236,Bachelor,Life Sciences,Female,Divorced,26,77d211e3-f393-46d7-9f4b-e935015c1def,1,0,2,3,1.0,Oregón,No,Travel_Rarely,Research & Development,1,Research Scientist,2886,No,22,3,Low,High,Very High,Medium
1237,Bachelor,Technical Degree,Male,Married,25,06da4c05-c305-45cd-bfdb-fa82369b3702,3,0,0,7,4.0,Dinamarca,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3229,No,11,2,Low,High,Very High,Medium
1238,College,Life Sciences,Female,Married,31,75a9d3b9-fcde-42dc-ae5d-191838db0737,0,4,4,10,1.0,Noruega,No,,Research & Development,3,Manufacturing Director,8943,No,24,2,High,Medium,,Low
1239,Below College,Medical,Male,Single,47,c021f3a0-4187-4ce4-af94-b28da3dc72c5,4,0,0,5,3.0,Nueva Jersey,No,,Sales,2,Sales Representative,2976,No,19,3,Medium,High,High,Low
1240,Bachelor,Life Sciences,Male,Married,28,1f17b93e-c5e8-497a-a435-1e0550daaff7,4,2,2,2,1.0,Reino Unido,No,Travel_Frequently,Research & Development,1,Laboratory Technician,3867,Yes,12,2,Very High,Medium,Very High,Medium
1241,Below College,Life Sciences,Male,Single,22,385ead24-c3de-468c-9cee-2c0440b1f0bf,0,0,0,1,1.0,Hungría,Yes,Travel_Rarely,Research & Development,1,Research Scientist,2472,Yes,23,2,Very High,High,,Low
1242,Bachelor,Medical,Male,Married,43,26c8f051-e28d-47c1-82e6-526f1a038691,1,5,3,10,1.0,Suiza,No,,Sales,2,Sales Executive,7847,Yes,17,3,Very High,High,Very High,Low
1243,Master,Medical,Male,Single,28,bc784c72-6ee1-43f2-a827-352e436dccfd,1,0,0,5,6.0,Alemania,Yes,Travel_Rarely,Research & Development,1,Research Scientist,4382,No,17,3,High,High,,Very High
1244,Doctor,Life Sciences,Female,Single,31,275ad664-bf61-4fd4-a874-6af6c5b3348c,3,1,0,9,3.0,Portugal,No,Travel_Rarely,Research & Development,4,Research Director,16422,No,11,3,Low,High,,High
1245,Master,Other,Male,Single,36,9217495c-944a-4289-b6c3-6d277fa9dad5,2,0,0,8,2.0,Reino Unido,No,Travel_Rarely,Research & Development,1,Research Scientist,4678,No,18,6,Medium,High,Very High,High
1246,College,Medical,Female,Single,31,dc697195-06df-4d26-875d-c4c29529b214,1,0,2,8,9.0,Nuevo México,No,Travel_Rarely,Human Resources,1,Human Resources,2109,No,18,3,Very High,Very High,Medium,Very High
1247,,Marketing,Male,Divorced,36,c15de25e-4d25-47f7-a2ed-998c328fd1b6,2,8,0,15,1.0,Michigan,No,Non-Travel,Sales,2,Sales Executive,5406,No,24,4,Very High,Low,,Low
1248,Bachelor,Medical,Female,Divorced,30,a91fa4d3-6509-48c3-a069-aaa5fc72f96a,5,0,0,1,1.0,Austria,No,Travel_Frequently,Research & Development,1,Research Scientist,2083,No,20,2,High,High,High,High
1249,Master,Life Sciences,Male,Married,43,b26d4b89-b707-4e57-ad51-92ba1d0c05f1,2,5,4,7,1.0,Kansas,No,Travel_Frequently,Sales,2,Sales Executive,5675,No,20,5,Low,High,Very High,High
1250,,Life Sciences,Female,Married,53,a5414723-fc22-4b29-96fd-844892e9a9ce,4,3,7,31,2.0,Francia,No,Travel_Rarely,Sales,4,Manager,15427,No,16,3,Low,Medium,Very High,High
1251,Below College,Medical,Male,Married,38,56974da3-672a-4b57-8757-9d452f90f327,1,0,2,3,0.0,Finlandia,No,,Research & Development,1,Research Scientist,2684,No,17,0,High,High,High,Medium
1252,Bachelor,Technical Degree,Female,Single,37,0d5dc81f-534c-4746-9bc1-aa0bc88e91ec,5,0,0,12,4.0,Rhode Island,No,Travel_Rarely,Research & Development,3,Manufacturing Director,7491,No,17,3,Medium,High,Very High,Very High
1253,Doctor,Life Sciences,Male,Married,40,c5f254a9-b824-4205-a1be-c277c6814480,4,0,2,5,9.0,Tennessee,No,Non-Travel,Research & Development,2,Healthcare Representative,4876,No,14,5,Very High,Medium,Very High,Very High
1254,Bachelor,Medical,Male,Married,27,93853d74-0647-462d-9142-60c820a7b2c0,5,0,0,0,1.0,Grecia,No,Non-Travel,Research & Development,1,Research Scientist,1706,No,11,6,Very High,High,Very High,High
1255,Bachelor,Medical,Female,Divorced,28,8f7b6c4c-a544-4663-bc75-b8f66dabef90,1,1,5,10,0.0,Misuri,No,Travel_Rarely,Research & Development,3,Manufacturing Director,7655,No,17,3,Very High,High,Medium,Medium
1256,College,Marketing,Male,Divorced,35,a7adee80-99dd-4142-aecf-8e5286f21d92,1,0,1,5,1.0,Oregón,No,Travel_Frequently,Sales,2,Sales Executive,4968,No,11,3,Very High,High,Very High,Very High
1257,College,Medical,Male,Divorced,46,780bbced-ef79-4ecd-ab7c-8e5033e58774,3,0,1,16,8.0,Croacia,No,Travel_Rarely,Human Resources,2,Human Resources,5021,Yes,22,2,Medium,High,Medium,Very High
1258,Bachelor,Life Sciences,Male,Married,32,a2aaa5a6-bd26-4716-ad54-7710617d829b,3,0,2,10,3.0,Países Bajos,No,Travel_Rarely,Sales,3,Sales Executive,9610,No,13,2,Very High,Low,High,High
1259,Bachelor,Life Sciences,Male,Divorced,41,311b0fe0-4086-4186-b567-40912bdda035,5,1,1,21,4.0,Dakota del Norte,No,Travel_Frequently,Research & Development,4,Manager,17181,No,13,2,Very High,Medium,Low,Medium
1260,Master,Other,Female,Single,41,28ca7ff4-25e1-49da-bfdf-62f184cb2e67,5,0,2,10,2.0,Washington,No,Non-Travel,Research & Development,2,Healthcare Representative,6811,Yes,17,3,Low,Medium,High,Low
1261,Bachelor,Life Sciences,Female,Married,26,226ffcc2-3bda-4fe3-96ae-645394a85abb,0,0,1,3,1.0,Rumania,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2659,Yes,13,2,High,High,Very High,High
1262,,Life Sciences,Male,Married,38,dc32e030-ebb1-45b9-84d0-7c0d1548e4d3,4,0,0,1,1.0,República Checa,No,Travel_Frequently,Research & Development,1,Laboratory Technician,1702,Yes,23,3,Very High,High,Very High,High
1263,Master,Marketing,Female,Married,51,f757942d-58cd-41e0-a4b7-d95ec99e3cf7,1,4,17,29,2.0,Dinamarca,No,Travel_Rarely,Sales,4,Manager,16307,No,14,2,Low,High,,High
1264,Master,Medical,Female,Married,40,fbaa0e30-4d17-4a58-849d-400b3f88c216,3,0,1,20,2.0,Nevada,No,Travel_Rarely,Research & Development,1,Research Scientist,2001,No,14,2,High,High,High,Medium
1265,Doctor,Other,Male,Single,29,f1565bf9-c08a-4087-b11b-64981fe2c593,2,0,1,4,0.0,Virginia Occidental,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3983,No,17,2,Medium,Medium,,High
1266,,Marketing,Female,Married,29,4635dc31-49fe-4942-afd1-3e9af9bbce07,0,1,6,10,1.0,California,Yes,Travel_Rarely,Sales,3,Sales Executive,7639,No,22,3,Medium,High,,Very High
1267,College,Life Sciences,Female,Married,40,36c5bb4d-44bf-48cc-9624-0d31fe4cb635,2,0,0,7,4.0,Texas,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3377,No,17,5,High,High,Low,
1268,College,Life Sciences,Male,Single,49,7c4a672e-c349-4078-8d13-59ec687335cd,4,0,1,20,3.0,Alemania,Yes,Travel_Frequently,Research & Development,2,Laboratory Technician,4284,No,20,2,Low,Medium,Low,Low
1269,Bachelor,Life Sciences,Female,Divorced,40,80d344b1-d3ec-4add-9b5c-9423c6d0279a,3,5,1,15,2.0,Países Bajos,No,,Research & Development,2,Healthcare Representative,4448,No,12,3,Medium,High,Low,Medium
1270,Bachelor,Medical,Female,Married,22,801beaeb-d252-4532-a56c-1db07940d973,4,0,0,2,1.0,Polonia,No,Travel_Rarely,Research & Development,1,Research Scientist,2244,No,13,1,Low,High,Medium,Very High
1271,Below College,Life Sciences,Female,Divorced,37,1ec19755-657f-47ed-9724-df87766b6403,1,3,1,6,0.0,Países Bajos,No,Travel_Rarely,Research & Development,1,Research Scientist,2782,Yes,13,3,Very High,High,Low,Medium
1272,College,Marketing,Male,Married,40,3e627b00-6476-469d-8dbe-bf16ebca02fa,2,0,0,8,2.0,California,Yes,Travel_Rarely,Sales,2,Sales Executive,6380,Yes,12,6,High,Medium,High,Low
1273,College,Life Sciences,Male,Married,28,32116f6b-7532-43ca-891a-cdbcd2f907c8,4,0,6,7,1.0,Rumania,No,Travel_Frequently,Sales,2,Sales Executive,6834,Yes,12,2,High,Medium,Very High,High
1274,Below College,Medical,Female,Single,53,142b0cb2-efea-4cb7-bb05-cbdcc9a2495c,4,5,2,18,7.0,Illinois,No,Travel_Rarely,Sales,2,Sales Executive,8381,No,20,2,Very High,High,Low,Very High
1275,,Medical,Female,Divorced,30,686522c3-58d4-415c-bc17-1a745f88bb26,4,2,1,11,1.0,Minnesota,No,Travel_Rarely,Sales,2,Sales Executive,5209,Yes,12,4,High,Medium,Medium,Medium
1276,Master,Life Sciences,Female,Married,32,550a835a-91f1-4405-9554-da74ea50dfde,3,0,4,6,1.0,Polonia,No,Travel_Rarely,Research & Development,2,Research Scientist,6322,Yes,12,2,Low,High,Very High,Very High
1277,Master,Life Sciences,Male,Divorced,58,46662cea-93f4-47d0-bc55-4dc15c2c44f5,2,1,0,12,2.0,Austria,No,Non-Travel,Research & Development,2,Healthcare Representative,5660,Yes,13,2,Very High,Low,High,Very High
1278,Master,Life Sciences,Female,Single,31,40c7d5ff-632c-43e2-ab81-21e89b0a0d84,0,0,0,1,1.0,Delaware,Yes,Travel_Frequently,Sales,1,Sales Representative,1359,No,12,3,Medium,Low,High,Medium
1279,,Life Sciences,Male,Married,33,1a40f739-2256-4282-906a-d130cd8a4aba,1,2,6,15,1.0,Italia,No,Travel_Rarely,Research & Development,2,Laboratory Technician,5207,Yes,12,3,Medium,High,High,Medium
1280,,Life Sciences,Male,Single,26,5dd5314b-a9b7-4ee0-86f1-c450e0f25167,2,2,1,8,1.0,Carolina del Sur,No,Travel_Rarely,Research & Development,1,Research Scientist,2875,Yes,20,2,High,High,Very High,Medium
1281,Bachelor,Life Sciences,Female,Single,40,0e887071-b565-4b01-ae06-f7a65d24b52a,0,1,3,18,6.0,Carolina del Sur,No,Travel_Rarely,Research & Development,3,Manufacturing Director,7945,Yes,15,2,High,High,Very High,Very High
1282,Bachelor,Life Sciences,Female,Single,27,e502ec7d-423f-4288-a532-ecf7cdeacd2f,3,0,0,1,1.0,Francia,No,Travel_Rarely,Research & Development,1,Research Scientist,2318,No,19,2,Medium,High,High,High
1283,College,Life Sciences,Male,Single,39,d9949945-c4db-43ac-99d6-23815e24cc16,1,1,2,9,0.0,Utah,No,Travel_Rarely,Research & Development,2,Manufacturing Director,4534,No,11,6,Low,High,High,Low
1284,Master,Medical,Male,Single,40,4cea31c8-6f59-4856-9962-409be5e9a15c,4,3,8,21,1.0,Hawaii,No,Travel_Rarely,Sales,5,Manager,19833,No,14,3,Medium,High,Medium,Medium
1285,,Life Sciences,Male,Married,51,0c7b5f17-1e5c-4457-8ab6-338561cc51ca,2,2,6,18,9.0,Suecia,Yes,,Research & Development,1,Research Scientist,2461,Yes,12,2,Low,High,High,High
1286,Below College,Medical,Male,Single,29,9321546c-e365-4dbe-8df9-776610148b2f,1,0,1,4,1.0,Florida,Yes,Travel_Rarely,Research & Development,1,Research Scientist,2389,Yes,13,3,High,Medium,Very High,High
1287,Master,Marketing,Male,Divorced,38,b2f3de8f-8df8-4eb4-a511-65e29f4b089c,1,2,2,9,0.0,Maine,No,Travel_Rarely,Sales,3,Sales Executive,8740,Yes,14,2,High,Medium,High,Medium
1288,College,Life Sciences,Male,Single,24,2c69f156-ef51-4400-bad0-4adfa18f14bd,4,0,1,4,1.0,Connecticut,No,Travel_Rarely,Research & Development,2,Healthcare Representative,4617,No,12,2,Medium,Medium,High,Medium
1289,Below College,Medical,Male,Married,29,d13e9f33-68f5-4475-930a-a542f10f35b1,4,2,7,11,1.0,Italia,No,Travel_Frequently,Research & Development,1,Laboratory Technician,3812,No,13,3,Very High,High,Very High,Medium
1290,,Human Resources,Female,Divorced,30,1795de19-8b92-4dfa-8127-a375d032ef71,4,1,1,6,6.0,Alabama,Yes,Travel_Frequently,Human Resources,1,Human Resources,2180,No,11,0,High,Medium,Very High,High
1291,Master,Life Sciences,Female,Married,35,26b2d599-6402-44ee-a5c8-f7e599cca4b9,2,1,9,15,1.0,Indiana,No,Non-Travel,Research & Development,2,Healthcare Representative,4148,No,12,5,High,High,High,Very High
1292,,Medical,Male,Divorced,28,c01f075e-84f1-44b1-8e17-86663985cb5a,1,0,3,6,1.0,Francia,No,Travel_Rarely,Human Resources,1,Human Resources,4936,No,13,6,Medium,Medium,Very High,Very High
1293,Bachelor,Life Sciences,Male,Single,26,ed7597d7-92f9-4438-8f40-e7f49f5362de,0,0,1,1,1.0,Suiza,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,2293,No,12,2,Low,Low,High,High
1294,Bachelor,Marketing,Female,Single,33,955fe9a8-8646-4faa-bebc-e22afa8e460e,4,0,0,6,5.0,Vermont,Yes,,Sales,2,Sales Executive,5324,No,15,3,Low,High,Low,High
1295,College,Medical,Male,Divorced,35,c0ab1698-b940-4778-9833-d9c667c32188,4,1,2,7,6.0,Texas,Yes,Travel_Rarely,Sales,2,Sales Executive,5440,Yes,14,2,Low,Low,Very High,Very High
1296,Bachelor,Life Sciences,Male,Single,29,253cfad7-ca10-4fc3-bd73-48fa201f7547,1,0,2,10,8.0,Nuevo México,No,,Research & Development,2,Healthcare Representative,6294,Yes,12,5,Very High,Very High,High,Very High
1297,Below College,Medical,Male,Divorced,40,8dc00d57-bdaf-4ef4-bfa1-2ec658640f2d,2,2,2,16,2.0,Maine,No,Non-Travel,Research & Development,3,Research Director,13757,No,11,5,Very High,Medium,Medium,High
1298,,Marketing,Female,Single,33,5e5d62a7-602d-4675-acd3-21396f0910f0,1,0,0,13,8.0,Minnesota,No,Non-Travel,Sales,2,Sales Executive,5147,No,15,2,Very High,High,Medium,Very High
1299,Bachelor,Other,Female,Single,26,5600abb8-38d2-4140-9582-51cf33a44260,2,0,0,5,0.0,Finlandia,No,Travel_Rarely,Sales,1,Sales Representative,2966,No,18,2,Very High,Medium,High,Very High
1300,College,Other,Male,Single,37,2b5431e4-ab77-47ab-8bc0-ec4e094a7f39,4,0,0,7,6.0,Finlandia,Yes,Travel_Rarely,Research & Development,1,Laboratory Technician,2090,Yes,15,3,Very High,Medium,High,Medium
1301,Bachelor,Life Sciences,Female,Married,34,17622f23-a19a-48d4-be6d-a37abb4a4c17,3,0,1,7,5.0,Croacia,No,Travel_Rarely,Research & Development,1,Laboratory Technician,3294,No,17,2,Very High,Medium,Medium,Low
1302,,Technical Degree,Male,Divorced,29,a1575f5d-1122-4786-83f2-363d39a261e8,4,0,0,8,4.0,Hungría,No,Travel_Rarely,Research & Development,2,Manufacturing Director,4262,No,12,2,Very High,High,,Medium
1303,,Medical,Female,Married,40,d9b38b81-a683-4a74-9faa-8dee298dbffb,2,2,4,8,1.0,Noruega,No,Travel_Frequently,Research & Development,2,Healthcare Representative,4244,No,24,2,High,Very High,Medium,Very High
1304,Bachelor,Life Sciences,Male,Single,33,a9f2bb0c-ac2a-478b-8caa-99cd20620d71,0,6,0,10,1.0,Carolina del Sur,No,Non-Travel,Sales,4,Manager,17444,No,11,2,Very High,High,High,Very High
1305,College,Medical,Male,Divorced,46,f608c81d-e043-4031-905e-e6e6c1918c16,1,0,7,13,6.0,Países Bajos,No,Travel_Rarely,Research & Development,3,Manufacturing Director,10845,No,13,3,Very High,High,High,Medium
1306,College,Medical,Female,Single,30,56ceaaee-6fad-48c0-a501-5e13d7956daa,4,0,2,10,7.0,Wisconsin,No,Non-Travel,Research & Development,2,Manufacturing Director,4695,Yes,18,3,High,High,High,High
1307,College,Medical,Male,Divorced,31,69f8c69e-f5ef-4bfa-ba73-412fb3637a35,1,2,1,4,1.0,Oregón,No,Non-Travel,Research & Development,1,Research Scientist,3065,Yes,13,3,High,High,,Very High
1308,Below College,Medical,Male,Married,22,ee1d2fa0-b140-4cd8-a69c-b190af11fa46,2,1,0,3,0.0,Portugal,No,Travel_Rarely,Research & Development,1,Research Scientist,2773,No,20,3,Low,High,High,Very High
1309,Bachelor,Medical,Male,Married,49,dcd9215c-3818-40e6-b1cb-54fe6ea876e6,4,0,7,17,2.0,Polonia,No,Travel_Frequently,Sales,2,Sales Executive,5390,No,14,3,Very High,Medium,,Very High
1310,Bachelor,Technical Degree,Male,Married,35,a2d2369f-4586-4a47-ae24-67cf7acc7290,2,0,6,16,3.0,Luisiana,No,Travel_Rarely,Research & Development,3,Manufacturing Director,10903,No,16,2,Very High,Medium,,Low
1311,Master,Life Sciences,Female,Single,36,c6a261da-c451-4c5d-9687-dfeb7e954edf,1,0,0,15,,Dakota del Sur,No,Travel_Rarely,Sales,2,Sales Executive,6815,No,13,5,Medium,High,High,Low
1312,Bachelor,Marketing,Male,Married,38,3896ab28-2d22-4ac6-bb92-13ba7f09807d,3,0,2,3,0.0,Alabama,No,Travel_Rarely,Sales,1,Sales Representative,2899,No,19,3,Medium,Medium,Medium,Very High
1313,College,Medical,Female,Married,26,37bf31c2-8758-4d3e-9b6e-07daa3433499,4,0,1,6,0.0,Países Bajos,Yes,Travel_Rarely,Human Resources,1,Human Resources,2148,Yes,11,3,Very High,High,Medium,High
1314,Doctor,Medical,Female,Married,54,ca4359ec-d895-4030-8ee1-3b0ebd2000b3,1,2,3,36,3.0,República Checa,No,Travel_Rarely,Research & Development,4,Manager,17426,No,25,6,Medium,High,High,High
1315,Bachelor,Life Sciences,Male,Divorced,39,8f3fc7c8-50be-4410-8fcb-adf29ed73209,2,2,0,21,7.0,Rhode Island,Yes,,Research & Development,4,Healthcare Representative,12169,No,11,4,Low,High,Very High,Very High
1316,College,Medical,Female,Single,51,07dda31c-353c-4645-8eee-80ba2a21845b,2,6,2,8,0.0,Misisipi,No,Travel_Frequently,Research & Development,1,Laboratory Technician,2838,No,14,6,Medium,Medium,High,Medium
1317,Bachelor,Life Sciences,Female,Divorced,34,9bc9823f-30c2-4887-9cd1-c857e4742175,4,3,0,11,1.0,Tennessee,No,Travel_Rarely,Research & Development,2,Research Scientist,5433,No,12,2,Very High,High,,High
1318,Master,Life Sciences,Female,Single,43,d1b1ff6d-daeb-4563-9fe3-63314a51625d,2,1,0,9,0.0,Italia,No,Travel_Frequently,Research & Development,1,Laboratory Technician,2455,No,19,5,High,High,Very High,Low
1319,Doctor,Life Sciences,Female,Single,55,ea19f362-c4ce-47f3-b682-825c1200950e,1,0,6,37,3.0,Alemania,No,Travel_Rarely,Sales,4,Manager,16835,No,23,2,Low,High,Medium,Very High
1320,Bachelor,Life Sciences,Male,Single,33,bb57c7ea-a91e-4053-bc42-2319edf3c536,0,0,0,4,0.0,Suecia,No,Travel_Rarely,Research & Development,1,Research Scientist,2500,No,14,2,High,High,Very High,Low
1321,Master,Life Sciences,Male,Married,34,6d782473-0d75-49c5-a3b3-d1e5d72f08bb,1,0,1,11,4.0,Arkansas,Yes,Travel_Frequently,Research & Development,2,Laboratory Technician,5346,No,17,3,Very High,High,Low,High
1322,Below College,Life Sciences,Female,Married,49,b5219c0b-6310-47cd-9283-616b8871d9f5,4,0,2,30,2.0,Montana,No,Travel_Rarely,Research & Development,4,Healthcare Representative,13966,Yes,19,3,High,Medium,High,Medium
1323,Below College,Life Sciences,Male,Married,35,ed045ca2-a424-43b8-89b7-4ddadf2adfaf,3,0,0,1,1.0,Idaho,No,Travel_Rarely,Sales,1,Sales Representative,2404,No,13,3,Very High,High,High,Low
1324,College,Medical,Female,Single,34,31e5ce54-206d-4e7f-96a4-4f74d1d44462,1,0,0,9,2.0,Países Bajos,No,Travel_Rarely,Research & Development,1,Research Scientist,2311,No,15,3,Very High,High,Medium,Very High
1325,Bachelor,Marketing,Male,Married,35,ccb12750-9fde-4661-b613-75f39bf6cb88,1,1,1,15,9.0,Suiza,No,Travel_Rarely,Sales,2,Sales Executive,4717,No,11,2,Medium,High,High,High
1326,,Medical,Female,Married,28,3dfb6efb-ab7b-474a-b7c0-09643e17624c,2,0,0,1,1.0,Suecia,No,Travel_Rarely,Sales,1,Sales Representative,2856,No,19,3,Medium,High,Medium,Very High
1327,College,Technical Degree,Male,Married,55,af515d60-3606-4e19-bab8-04f8a99b91e6,2,0,0,12,3.0,Delaware,No,Travel_Rarely,Research & Development,2,Laboratory Technician,5415,Yes,19,4,Medium,High,Very High,Very High
1328,Master,Marketing,Female,Married,36,6e3a4b82-45f3-4b9a-9e33-72e5050234d8,0,0,1,11,4.0,Nueva Jersey,No,Travel_Rarely,Sales,2,Sales Executive,5647,No,13,3,High,Medium,Low,Low
1329,Below College,Life Sciences,Male,Married,22,33cb546d-56f4-400d-a6f3-587bdbca22ea,4,1,1,4,1.0,Minnesota,No,Travel_Rarely,Research & Development,1,Laboratory Technician,2451,No,15,3,Medium,Low,Low,Low
1330,Bachelor,Technical Degree,Male,Married,27,a28547df-77ea-4603-9360-757c49c8433a,3,1,0,6,0.0,Maine,No,Travel_Rarely,Research & Development,1,Research Scientist,3058,Yes,16,3,High,High,Medium,Very High
